paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
aggarwal_etal_2023,results_equality_f,results,Linear hypothesis test of equality of the two differences in CATEs,20.99498107120079,20.99,1,20.99498107120079,1,NA,NA,"Rewrite gives 20.99, which matches."
aggarwal_etal_2023,results_equality_num_df,results,Numerator degrees of freedom of that test,1,1,1,1,1,NA,NA,"Rewrite gives 1, which matches."
aggarwal_etal_2023,results_equality_den_df,results,Denominator degrees of freedom of that test,1035571,1035571,1,1035571,1,NA,NA,"Rewrite gives 1035571, which matches."
aggarwal_etal_2023,results_equality_p,results,"p-value of that test, printed as below 0.0001",NA,0.0001,NA,4.605416948859714e-6,1,NA,NA,"Rewrite gives 0.0000, which matches."
aggarwal_etal_2023,figure_1_caption_n_total,figure_1,"Figure 1 caption sample size, Total: Total",NA,1999282,NA,1999282,1,NA,NA,"Rewrite gives 1999282, which matches."
aggarwal_etal_2023,figure_1_caption_n_age_18_39,figure_1,"Figure 1 caption sample size, Age: 18-39",NA,1379017,NA,1379017,1,NA,NA,"Rewrite gives 1379017, which matches."
aggarwal_etal_2023,figure_1_caption_n_age_40_plus,figure_1,"Figure 1 caption sample size, Age: 40+",NA,620265,NA,620265,1,NA,NA,"Rewrite gives 620265, which matches."
aggarwal_etal_2023,figure_1_caption_n_female,figure_1,"Figure 1 caption sample size, Gender: Female",NA,978041,NA,978041,1,NA,NA,"Rewrite gives 978041, which matches."
aggarwal_etal_2023,figure_1_caption_n_other_gender,figure_1,"Figure 1 caption sample size, Gender: Other",NA,1021241,NA,1021241,1,NA,NA,"Rewrite gives 1021241, which matches."
aggarwal_etal_2023,figure_1_caption_n_black,figure_1,"Figure 1 caption sample size, Race: Black",NA,233546,NA,233546,1,NA,NA,"Rewrite gives 233546, which matches."
aggarwal_etal_2023,figure_1_caption_n_latinx,figure_1,"Figure 1 caption sample size, Race: Latinx",NA,179036,NA,179036,1,NA,NA,"Rewrite gives 179036, which matches."
aggarwal_etal_2023,figure_1_caption_n_white,figure_1,"Figure 1 caption sample size, Race: White",NA,1531129,NA,1531129,1,NA,NA,"Rewrite gives 1531129, which matches."
aggarwal_etal_2023,figure_1_caption_n_other_race,figure_1,"Figure 1 caption sample size, Race: Other",NA,55571,NA,55571,1,NA,NA,"Rewrite gives 55571, which matches."
aggarwal_etal_2023,figure_1_caption_n_margin_under_3,figure_1,"Figure 1 caption sample size, Margin: Vote margin less than 3pp",NA,1337057,NA,1337057,1,NA,NA,"Rewrite gives 1337057, which matches."
aggarwal_etal_2023,figure_1_caption_n_margin_over_3,figure_1,"Figure 1 caption sample size, Margin: Vote margin more than 3pp",NA,662225,NA,662225,1,NA,NA,"Rewrite gives 662225, which matches."
aggarwal_etal_2023,figure_1_caption_n_democrat,figure_1,"Figure 1 caption sample size, Partisanship: Democrat",NA,182945,NA,182945,1,NA,NA,"Rewrite gives 182945, which matches."
aggarwal_etal_2023,figure_1_caption_n_republican,figure_1,"Figure 1 caption sample size, Partisanship: Republican",NA,71875,NA,71875,1,NA,NA,"Rewrite gives 71875, which matches."
aggarwal_etal_2023,figure_1_caption_n_unknown_party,figure_1,"Figure 1 caption sample size, Partisanship: Unknown",NA,1442071,NA,1442071,1,NA,NA,"Rewrite gives 1442071, which matches."
aggarwal_etal_2023,figure_1_caption_n_other_party,figure_1,"Figure 1 caption sample size, Partisanship: Other",NA,302391,NA,302391,1,NA,NA,"Rewrite gives 302391, which matches."
aggarwal_etal_2023,figure_1_caption_n_tss_30_40,figure_1,"Figure 1 caption sample size, Trump support: 30 to 40",NA,522918,NA,522918,1,NA,NA,"Rewrite gives 522918, which matches."
aggarwal_etal_2023,figure_1_caption_n_tss_40_50,figure_1,"Figure 1 caption sample size, Trump support: 40 to 50",NA,485371,NA,485371,1,NA,NA,"Rewrite gives 485371, which matches."
aggarwal_etal_2023,figure_1_caption_n_tss_50_60,figure_1,"Figure 1 caption sample size, Trump support: 50 to 60",NA,478333,NA,478333,1,NA,NA,"Rewrite gives 478333, which matches."
aggarwal_etal_2023,figure_1_caption_n_tss_60_70,figure_1,"Figure 1 caption sample size, Trump support: 60 to 70",NA,512660,NA,512660,1,NA,NA,"Rewrite gives 512660, which matches."
aggarwal_etal_2023,figure_2_caption_n_dic,figure_2,Figure 2 caption sample size for the difference in CATEs estimates,NA,1035578,NA,1035578,1,NA,NA,"Rewrite gives 1035578, which matches."
aggarwal_etal_2023,figure_2_caption_n_interaction,figure_2,Figure 2 caption sample size for the interaction estimates,NA,1999282,NA,1999282,1,NA,NA,"Rewrite gives 1999282, which matches."
aggarwal_etal_2023,figure_3_caption_n,figure_3,Figure 3 caption sample size,NA,1999282,NA,1999282,1,NA,NA,"Rewrite gives 1999282, which matches."
aggarwal_etal_2023,figure_3_caption_panel_range_pp,figure_3,The vertical scales of all three facets cover a 15 percentage point range,NA,15,NA,NA,NA,NA,NA,Asserted in figure_3_turnout_by_tss_score.R at the point of use. No rewrite counterpart.
aggarwal_etal_2023,figure_5_caption_n,figure_5,Figure 5 caption sample size,NA,1999282,NA,1999282,1,NA,NA,"Rewrite gives 1999282, which matches."
aggarwal_etal_2023,figure_3_points_plotted,figure_3,Number of binned means Figure 3 plots,NA,246,NA,246,1,NA,NA,"Rewrite gives 246, which matches."
aggarwal_etal_2023,figure_5_points_plotted,figure_5,Number of covariate estimates Figure 5 plots,NA,22,NA,22,1,NA,NA,"Rewrite gives 22, which matches."
aggarwal_etal_2023,figure_4_eligible_voters,figure_4,All voters registered as of February 2020 in five states,NA,31146729,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_1_sampled,figure_4,"sample of 700,000 from all eligible",NA,700000,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_2_sampled,figure_4,18 to 24 year olds sampled,NA,564872,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_2_pool,figure_4,18 to 24 year olds eligible,NA,2094514,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_3_sampled,figure_4,25 to 34 year olds sampled,NA,454521,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_3_pool,figure_4,25 to 34 year olds eligible,NA,5056020,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_4_sampled,figure_4,Black voters sampled,NA,327230,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_4_pool,figure_4,"Black voters eligible, stated with a question mark",NA,3252002,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_5_sampled,figure_4,Latinx voters sampled,NA,68842,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_5_pool,figure_4,"Latinx voters eligible, stated with a question mark",NA,1267156,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_6_sampled,figure_4,women sampled,NA,448812,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_step_6_pool,figure_4,women eligible,NA,15976028,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_assigned_control,figure_4,assigned to control before the targeting and archival restrictions,NA,2486157,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_assigned_treatment,figure_4,assigned to treatment before the targeting and archival restrictions,NA,28660572,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_attention_percentile,figure_4,NA,NA,50,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_archival_age_min,figure_4,NA,NA,18,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_archival_age_max,figure_4,NA,NA,55,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_archival_college_max,figure_4,NA,NA,50,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_archival_pts_min,figure_4,NA,NA,20,NA,NA,NA,NA,archive,"The deposit holds only the analysis subset, so this has no counterpart in it. No rewrite counterpart."
aggarwal_etal_2023,figure_4_assignment_sums_to_eligible,figure_4,The control and treatment assignment counts sum to the eligible population,NA,31146729,NA,31146729,1,NA,NA,"Computed from the article's own printed figures, not from the deposit. Rewrite gives 31146729, which matches."
aggarwal_etal_2023,figure_4_n_control,figure_4,Control group participants assessed for turnout,NA,287735,NA,287735,1,NA,NA,"Rewrite gives 287735, which matches."
aggarwal_etal_2023,figure_4_n_treatment,figure_4,Treatment group participants assessed for turnout,NA,1711547,NA,1711547,1,NA,NA,"Rewrite gives 1711547, which matches."
aggarwal_etal_2023,figure_4_n_strata,figure_4,The procedure generated 18 strata of subjects,NA,18,NA,18,1,NA,NA,"Rewrite gives 18, which matches."
aggarwal_etal_2023,figure_4_tss_target_min,figure_4,Targeting criterion: Trump support score between 30 and 70,NA,30,NA,30,1,NA,NA,"Rewrite gives 30, which matches."
aggarwal_etal_2023,figure_4_tss_target_max,figure_4,Targeting criterion: Trump support score between 30 and 70,NA,70,NA,70,1,NA,NA,"Rewrite gives 70, which matches."
aggarwal_etal_2023,figure_4_pts_target_min,figure_4,Targeting criterion: presidential turnout score between 20 and 80,NA,20,NA,20,1,NA,NA,"Rewrite gives 20, which matches."
aggarwal_etal_2023,figure_4_pts_target_max,figure_4,Targeting criterion: presidential turnout score between 20 and 80,NA,80,NA,99.2,0,NA,unresolved,"The deposited analysis set reaches a presidential turnout score above 80, so the upper half of the stated targeting criterion does not hold in the data the article analyses. The archival subset criteria in the same figure impose only a lower bound. Rewrite gives 99 against a published 80."
aggarwal_etal_2023,methods_pts_range_holds,figure_4,Presidential turnout scores in the analysis set lie between 20 and 80,NA,NA,NA,NA,NA,FALSE,unresolved,The observed range is 20.0 to 99.2. The claim does not hold.
aggarwal_etal_2023,figure_5_axis_breaks,figure_5,Figure 5 prints five axis breaks,NA,5,NA,NA,NA,NA,NA,Set in figure_5_balance.R at the point of use. No rewrite counterpart.
aggarwal_etal_2023,methods_n_analysis_sample,methods,"An analysis sample of 1,999,282 participants",NA,1999282,NA,1999282,1,NA,NA,"Rewrite gives 1999282, which matches."
aggarwal_etal_2023,methods_n_covariates,methods,"Out of 21 covariates, only two exhibited statistically significant imbalance",NA,21,NA,22,0,FALSE,paper_internal,Figure 5 and Supplementary Table 3 report 22 covariates Rewrite gives 22 against a published 21.
aggarwal_etal_2023,methods_n_significant_imbalance,methods,Only two covariates exhibited statistically significant imbalance,NA,2,NA,2,1,TRUE,NA,"2 covariates have an unadjusted p below 0.05: TSS: 60-70; Trump support score / 100 Rewrite gives 2, which matches."
aggarwal_etal_2023,methods_tss100_estimate,methods,Trump support score imbalance estimate,-7.449694217237392e-4,-0.001,1,-7.449694217237392e-4,1,NA,NA,"Rewrite gives -0.001, which matches."
aggarwal_etal_2023,methods_tss100_t,methods,Trump support score imbalance t statistic,-2.259926917228871,-2.260,1,-2.259926917228871,1,NA,NA,"Rewrite gives -2.260, which matches."
aggarwal_etal_2023,methods_tss100_df,methods,Trump support score imbalance degrees of freedom,1999280,1999280,1,1999280,1,NA,NA,"Rewrite gives 1999280, which matches."
aggarwal_etal_2023,methods_tss100_p,methods,Trump support score imbalance p-value,0.02382589414276658,0.024,1,0.02382589414276658,1,NA,NA,"Rewrite gives 0.024, which matches."
aggarwal_etal_2023,methods_tss100_ci_low,methods,"Trump support score imbalance interval, lower",-0.00139105850937709,-0.001,1,-0.00139105850937709,1,NA,NA,"Rewrite gives -0.001, which matches."
aggarwal_etal_2023,methods_tss100_ci_high,methods,"Trump support score imbalance interval, upper",-9.88803340703793e-5,0,1,-9.88803340703793e-5,1,NA,NA,"Rewrite gives 0, which matches."
aggarwal_etal_2023,methods_tss6070_estimate,methods,TSS 60 to 70 imbalance estimate,-0.0033170118101412,-0.003,1,-0.0033170118101412,1,NA,NA,"Rewrite gives -0.003, which matches."
aggarwal_etal_2023,methods_tss6070_t,methods,TSS 60 to 70 imbalance t statistic,-2.608558321436788,-2.609,1,-2.608558321436788,1,NA,NA,"Rewrite gives -2.609, which matches."
aggarwal_etal_2023,methods_tss6070_df,methods,TSS 60 to 70 imbalance degrees of freedom,1999280,1999280,1,1999280,1,NA,NA,"Rewrite gives 1999280, which matches."
aggarwal_etal_2023,methods_tss6070_p,methods,TSS 60 to 70 imbalance p-value,0.00909251925398597,0.009,1,0.00909251925398597,1,NA,NA,"Rewrite gives 0.009, which matches."
aggarwal_etal_2023,methods_tss6070_ci_low,methods,"TSS 60 to 70 imbalance interval, lower",-0.00580928026608854,-0.006,1,-0.00580928026608854,1,NA,NA,"Rewrite gives -0.006, which matches."
aggarwal_etal_2023,methods_tss6070_ci_high,methods,"TSS 60 to 70 imbalance interval, upper",-8.247433541938602e-4,-0.001,1,-8.247433541938602e-4,1,NA,NA,"Rewrite gives -0.001, which matches."
aggarwal_etal_2023,methods_bh_p_tss100,methods,Trump support score adjusted p-value,0.26208483557043244,0.262,1,0.26208483557043244,1,NA,NA,"Rewrite gives 0.262, which matches."
aggarwal_etal_2023,methods_bh_p_tss6070,methods,TSS 60 to 70 adjusted p-value,0.20003542358769144,0.200,1,0.20003542358769144,1,NA,NA,"Rewrite gives 0.200, which matches."
aggarwal_etal_2023,methods_omnibus_f,methods,F statistic of the omnibus test that covariates predict assignment,NA,1.0266,NA,1.0266099890561224,1,NA,NA,"Rewrite gives 1.0266, which matches."
aggarwal_etal_2023,methods_omnibus_p,methods,p-value of that omnibus test,NA,0.425,NA,0.424544117166074,1,NA,NA,"Rewrite gives 0.425, which matches."
aggarwal_etal_2023,methods_omnibus_df_first_subscript,methods,First subscript printed on the omnibus F statistic,NA,1999264,NA,18,0,NA,paper_internal,"An F statistic takes its numerator degrees of freedom first. The test compares an unrestricted model with 18 more parameters against a residual degrees of freedom of 1,999,246 so the subscripts should read 18 and that residual count. Rewrite gives 18 against a published 1999264."
aggarwal_etal_2023,methods_omnibus_df_second_subscript,methods,Second subscript printed on the omnibus F statistic,NA,-18,NA,1999246,0,NA,paper_internal,"Printed as a negative number, which is the Df column of the Wald test output rather than a degrees of freedom. Rewrite gives 1999246 against a published -18."
aggarwal_etal_2023,methods_excluded_age,methods,The subset excluded voters over 55 years of age,NA,55,NA,NA,NA,NA,archive,The deposit carries an age category but no age in years. No rewrite counterpart.
aggarwal_etal_2023,methods_n_unique_ads,methods,The messaging programme consisted of 536 unique paid advertisements,NA,536,NA,NA,NA,NA,archive,"The deposited treatment_descriptives.csv describes the in-house testing programme, 262 rows and 149 distinct treatments, not the paid programme. No rewrite counterpart."
aggarwal_etal_2023,methods_missing_race_share,methods,We are missing race data for 4% of the sample where race was uncoded,NA,4,NA,NA,NA,NA,archive,"the deposit holds only the analysis subset, whose other-race share is 2.8 per cent; the sentence describes the 31.1 million voters eligible at assignment, which the deposit does not carry No rewrite counterpart."
aggarwal_etal_2023,methods_spend_biden,methods,Minimum spend on advertisements containing the word Biden,368800,368800,1,368800,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 368800, which matches."
aggarwal_etal_2023,methods_spend_trump,methods,Minimum spend on advertisements containing the word Trump,3254600,3254600,1,3254600,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 3254600, which matches."
aggarwal_etal_2023,methods_spend_both,methods,Minimum spend on advertisements containing both words,244500,244500,1,244500,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 244500, which matches."
aggarwal_etal_2023,methods_spend_promoted_news,methods,Spend on promoted news advertisements,1275000,1275000,1,1275000,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 1275000, which matches."
aggarwal_etal_2023,methods_spend_video,methods,Spend on video advertisements,2288900,2288900,1,2288900,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 2288900, which matches."
aggarwal_etal_2023,methods_spend_other_formats,methods,Spend on other advertising formats,304000,304000,1,304000,1,NA,NA,"The deposit's in_text_calculations.R cannot produce this: it reads three columns the deposited CSV does not carry, and the script stops before reaching that block in any case. The value here comes from figure_B2.R, which builds those columns. Rewrite gives 304000, which matches."
aggarwal_etal_2023,methods_click_through_rate,methods,Facebook delivery data; not deposited,NA,1,NA,NA,NA,NA,archive,Facebook delivery data; nothing of the kind is deposited. No rewrite counterpart.
aggarwal_etal_2023,methods_video_view_seconds,methods,NA,NA,2,NA,NA,NA,NA,archive,Facebook delivery data; nothing of the kind is deposited. No rewrite counterpart.
aggarwal_etal_2023,methods_video_view_rate,methods,NA,NA,53,NA,NA,NA,NA,archive,Facebook delivery data; nothing of the kind is deposited. No rewrite counterpart.
aggarwal_etal_2023,methods_match_rate,methods,Stated three times: Methods p. 7 twice and Supplementary Information section A,NA,60,NA,NA,NA,NA,archive,Facebook delivery data; nothing of the kind is deposited. No rewrite counterpart.
aggarwal_etal_2023,methods_programme_eligible,methods,NA,NA,3322027,NA,NA,NA,NA,archive,Facebook delivery data; nothing of the kind is deposited. No rewrite counterpart.
aggarwal_etal_2023,methods_treatment_audience,methods,"A treatment audience of 1,993,216, stated as 3,322,027 eligible voters times a 60 per cent match rate",NA,1993216,NA,1993216.2,1,NA,NA,"Computed from the article's own two printed figures. The sentence prints the product as '1,993,216 million'. Rewrite gives 1993216, which matches."
aggarwal_etal_2023,methods_treatment_audience_scale,methods,The treatment audience is stated on the scale its own parenthetical implies,NA,NA,NA,NA,NA,FALSE,paper_internal,"The parenthetical gives 3,322,027 programme-eligible voters times a 60 per cent match rate, which is 1,993,216 people. The sentence prints that product as '1,993,216 million', a factor of a million too large and more than the population of the planet. The claim does not hold."
aggarwal_etal_2023,methods_cost_per_voter,methods,US$4.46 of advertising expenditure per voter,NA,4.46,NA,4.4651457744669925,NA,NA,NA,Computed from the article's own printed campaign cost and treatment audience. Rewrite gives 4.47; no verdict is taken.
aggarwal_etal_2023,methods_vote_history_elections,methods,"A count of whether the participant voted in the 2012, 2016 and 2018 elections",NA,3,NA,3,1,NA,NA,"Rewrite gives 3, which matches."
aggarwal_etal_2023,methods_tss_data_min,methods,Trump support scores in the analysis set start at 30,NA,30,NA,30,1,NA,NA,"Rewrite gives 30, which matches."
aggarwal_etal_2023,methods_tss_data_max,methods,Trump support scores in the analysis set end at 70,NA,70,NA,70,1,NA,NA,"Rewrite gives 70, which matches."
aggarwal_etal_2023,methods_ci_level,methods,Every interval the article reports is a 95 per cent confidence interval,NA,95,NA,94.99999999999996,1,NA,NA,"Rewrite gives 95, which matches."
